number of bedrooms,number of bathrooms,living area,lot area,number of floors,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,Price
3,1,1190,8820,1,6,1190,0,1959,122046,52.6916,-114.374,1230,166950
1,1,730,6890,1,4,730,0,1926,122042,52.697,-114.405,1790,140000
3,1,860,10426,1,6,860,0,1954,122052,52.7287,-114.531,1140,82000
4,3,4280,18834,1,11,2180,2100,1971,122009,52.8111,-114.59,2490,2050000
3,2.75,2620,17919,1,9,2620,0,1949,122071,52.8444,-114.418,3400,1880000
4,4.25,5550,12968,2,11,5550,0,2005,122015,52.7605,-114.325,4750,1500000
4,2.5,2910,7364,2,10,2910,0,2003,122010,52.9206,-114.403,2480,1430000
4,3.5,3530,8126,2,10,3530,0,2007,122010,52.9147,-114.39,2660,1280000
5,2.5,3890,27311,2,10,3890,0,1950,122050,52.9591,-114.553,3160,1100000
4,3.5,3740,41458,2,11,3740,0,2000,122021,52.9675,-114.329,3750,1080000
5,2,2440,3080,2,8,2440,0,1910,122047,52.8542,-114.496,1640,1010000
2,2.5,2720,26761,2,7,2720,0,1990,122031,52.6799,-114.566,1870,985000
4,2.75,2900,17802,1,9,1750,1150,1981,122033,52.9304,-114.419,2900,926500
3,3,2630,10156,1,9,2630,0,1987,122027,52.7781,-114.346,2660,778000
4,2.75,2010,7000,2,8,2010,0,1901,122032,52.8907,-114.586,1420,774000
4,2.5,2470,2550,3,8,2470,0,2004,122007,52.9065,-114.579,1270,735000
3,1.75,1930,5000,1,9,1230,700,1936,122004,52.8882,-114.468,2300,716500
3,1.75,1480,7000,1,8,1480,0,1963,122044,52.8318,-114.481,1850,685000
4,3.5,3040,8414,2,9,2420,620,2010,122015,52.7522,-114.347,3470,684000
4,3.5,2510,3763,2,8,1990,520,2013,122005,52.9302,-114.293,2560,680000
4,2.5,2410,7069,2,9,2410,0,1993,122033,52.9394,-114.424,2240,635000
4,1,1390,3708,1.5,7,1390,0,1926,122007,52.915,-114.553,1430,610000
4,2.5,2260,9696,1,9,2260,0,1983,122019,52.873,-114.256,2400,608700
2,1,1160,5029,1,7,910,250,1940,122006,52.9023,-114.456,1220,605125
4,2.5,2520,35636,2,8,2520,0,1980,122045,52.882,-114.221,2230,575000
4,1.5,1810,6000,1,8,1350,460,1952,122016,52.7533,-114.576,2020,560000
2,1,1550,4600,1,7,1050,500,1941,122007,52.916,-114.574,1550,555000
3,2.5,1960,8469,2,8,1960,0,1984,122005,52.9536,-114.295,2040,552321
4,1.75,2550,39460,1,8,1890,660,1982,122021,53.0007,-114.313,2560,550000
2,1.75,1930,5570,1,8,1930,0,2005,122045,52.9473,-114.224,1810,515000
2,1,1640,5200,1,7,1040,600,1937,122032,52.8726,-114.593,1780,515000
3,2.5,2110,208737,2,9,2110,0,1977,122023,52.4974,-114.262,2390,500000
3,1.75,2140,6000,1,7,1070,1070,1948,122007,52.9213,-114.556,1240,481500
4,1.5,1780,8400,1,7,1080,700,1969,122016,52.7473,-114.575,1660,473600
5,2.25,3020,10010,1,7,1510,1510,1959,122012,52.7549,-114.234,1760,465000
4,2.5,2170,7700,1,7,1420,750,1969,122033,52.9516,-114.409,1710,465000
3,2,1430,14250,1,7,1430,0,1953,122010,52.931,-114.389,1530,465000
3,1.75,1750,7200,1,7,1750,0,1966,122029,52.8589,-114.309,1810,445000
3,2.5,2120,4500,2,7,2120,0,2000,122008,52.7622,-114.07,2530,437500
3,2.5,1920,9812,2,8,1920,0,2000,122058,52.9933,-114.433,1830,432000
2,1,1760,4441,1,8,1310,450,1950,122064,52.7611,-114.571,1350,428950
3,1,1060,7638,1,7,1060,0,1966,122030,52.8241,-114.332,1470,420000
4,2,2280,39848,2,8,2280,0,1991,122069,52.7303,-114.655,1900,416500
2,1,1030,4366,1,7,1030,0,1912,122016,52.7611,-114.574,1890,410000
3,2,1590,10229,1,7,1590,0,1966,122033,52.9539,-114.417,1320,395000
3,3,1490,2944,2,7,960,530,1993,122032,52.8806,-114.574,1590,390000
5,1.75,2290,7900,1,7,1190,1100,1965,122038,52.9877,-114.548,1870,390000
3,2,1640,9750,1,7,1640,0,1959,122058,52.9725,-114.431,1340,375000
3,2,1410,10078,1,6,1410,0,1983,122021,52.9887,-114.334,2090,375000
4,2.5,2689,5724,2,9,2689,0,2006,122065,52.6099,-114.374,2665,368000
4,2.5,2390,7115,2,9,2390,0,1999,122023,52.4893,-114.412,2600,360000
4,2.5,2570,6466,2,9,2570,0,1999,122023,52.5624,-114.36,2520,355000
4,1.75,1780,9794,1,7,1780,0,1967,122037,52.9719,-114.263,1160,353000
3,2.5,1990,20466,1.5,8,1410,580,1987,122062,52.5559,-114.086,1660,345000
4,2.5,2020,3600,2,7,2020,0,2012,122024,52.5835,-114.207,2210,345000
3,3.25,1210,1173,2,8,1000,210,2002,122038,52.9414,-114.546,1650,343000
4,1.75,1530,8152,1,6,910,620,1948,122014,52.9857,-114.518,1310,338000
4,1.75,1820,14319,1,7,1820,0,1969,122015,52.7057,-114.338,1440,331500
3,1.75,1470,7650,1,7,1130,340,1983,122015,52.7118,-114.351,1590,328000
4,2.75,2150,9163,1,8,1340,810,1992,122040,52.496,-114.497,2260,320000
1,1,700,3876,1,6,700,0,1910,122028,52.9186,-114.542,1150,315000
2,1.5,1010,10005,2,7,1010,0,1981,122053,52.7418,-114.379,1210,310000
2,2,1500,1408,3,7,1500,0,1999,122038,52.9593,-114.533,1500,308625
2,1,890,5000,1,6,890,0,1947,122051,52.7826,-114.477,1160,302000
3,1,1260,5000,1,6,1260,0,1968,122041,52.8792,-114.105,1180,300000
3,1,1580,5250,1,7,1580,0,1954,122053,52.7264,-114.358,1180,299950
3,1,1160,7875,1,7,1160,0,1953,122022,52.954,-114.513,1600,285000
4,1,1650,9750,1,7,1650,0,1964,122015,52.7291,-114.354,1650,282500
2,1,880,5750,1,6,880,0,1939,122064,52.7942,-114.569,1190,280000
3,1.75,1400,8364,1,7,1400,0,1958,122053,52.7218,-114.368,1210,274000
3,2.5,1820,6785,1,7,1420,400,1994,122023,52.5501,-114.367,1710,245000
2,1,1470,25661,1.5,4,1470,0,1932,122015,52.7178,-114.32,1670,230000
2,1,710,6960,1,6,710,0,1943,122063,52.7186,-114.436,940,216500
3,2,1380,9000,2,7,1380,0,1946,122039,52.4913,-114.438,1460,215500
2,1,1080,9067,1,6,1080,0,1951,122056,52.7115,-114.521,1080,203000
3,1,1120,5200,1,7,1120,0,1976,122035,52.5938,-114.278,1690,195700
3,1.75,1190,14777,1,7,1190,0,1965,122018,52.5233,-114.567,2240,195000
2,1,950,9000,1,6,950,0,1924,122034,52.7519,-114.551,1000,193000
3,1,1280,7572,1,6,1280,0,1958,122046,52.6791,-114.366,1170,175000
2,1,830,4500,1,6,830,0,1920,122051,52.7548,-114.455,1092,160000
3,1,980,6800,1,6,980,0,1946,122046,52.6711,-114.376,1140,144000
6,2.25,4910,6600,2.5,10,3580,1330,1910,122013,52.8758,-114.51,3280,1680000
4,3.5,4700,10183,1,11,2660,2040,2002,122010,52.9028,-114.379,3770,1240000
4,3.5,4340,217800,2,11,4340,0,2003,122045,52.8771,-114.203,3430,1190000
4,3.5,4270,12305,2,10,4270,0,1994,122027,52.7789,-114.308,4190,1160000
4,2.5,2790,10289,2,9,2790,0,1987,122027,52.7783,-114.348,2650,982000
4,3.25,3720,7150,2,11,3720,0,2007,122012,52.7659,-114.259,4040,980000
3,1,1220,8119,1,7,1220,0,1955,122071,52.8628,-114.426,1910,875000
4,3,3720,14125,1,9,1930,1790,1960,122049,52.8211,-114.367,3160,875000
4,3.5,3460,7702,2,10,3460,0,2010,122020,52.8242,-114.167,3380,855000
4,3.25,3020,13457,1,9,3020,0,1956,122038,52.9474,-114.526,2120,808100
3,3,2900,11769,2,10,2900,0,1997,122005,52.9293,-114.308,2900,799950
3,2.5,2640,432036,1.5,10,2640,0,1996,122068,52.4095,-114.226,1500,790000
3,2.5,2930,33981,2,9,2930,0,2000,122015,52.7451,-114.31,3720,785000
4,2.5,3270,9578,2,9,3270,0,1993,122012,52.7673,-114.241,3120,785000
3,2,2100,72745,1,9,2100,0,1995,122037,52.9779,-114.252,2290,740000
4,2.5,2570,7980,2,9,2570,0,1998,122019,52.8678,-114.255,2760,715000
4,4,1550,6596,1.5,7,1550,0,1907,122026,52.9011,-114.588,1830,707500
4,3,2820,2850,1.5,7,1860,960,1928,122007,52.9113,-114.557,1570,697000
4,2.5,2290,9120,2,8,2290,0,1977,122027,52.7913,-114.318,2290,660000
3,1,1270,3600,1.5,7,1270,0,1906,122003,52.8668,-114.56,1710,655000
4,2.5,2110,6820,1,7,1530,580,1942,122006,52.9182,-114.496,1420,650000
5,2.25,3340,52476,2,8,3340,0,1975,122012,52.6853,-114.177,2460,645000
4,2.5,3440,6915,2,10,3440,0,2006,122024,52.5838,-114.194,3200,616000
4,2.25,2880,9996,1,8,1920,960,1981,122021,52.9884,-114.333,2410,614000
4,1.75,2720,7810,1,8,1510,1210,1952,122006,52.9088,-114.473,2120,599950
4,2.5,2380,4950,2,8,2380,0,2004,122016,52.7682,-114.581,1370,590000
3,2,2060,7000,1,9,2060,0,1988,122011,52.7944,-114.202,2110,574000
3,2,1810,2738,2,9,1810,0,1979,122029,52.8412,-114.305,1760,515000
3,2.25,2900,35273,2,9,2900,0,1986,122024,52.6313,-114.22,2510,485000
3,2.5,2560,16420,2,8,2560,0,1989,122041,52.9216,-114.106,2120,470950
4,2.5,2590,16437,2,8,2590,0,1986,122024,52.6014,-114.249,2320,465000
5,2.75,2720,193406,1,7,1700,1020,1968,122023,52.5138,-114.311,2820,456000
3,2.5,1990,3478,2,10,1520,470,1990,122032,52.8661,-114.589,1710,450000
3,1.75,1270,6600,1.5,7,1270,0,1903,122054,52.8276,-114.485,1490,449000
4,3.25,3450,5000,2,8,3450,0,2008,122063,52.7225,-114.463,1420,445000
3,1.5,2710,47419,1.5,7,2170,540,1980,122045,52.8822,-114.156,2130,442500
2,1.5,1080,6760,1,6,1080,0,1923,122007,52.9308,-114.576,2080,440000
4,2.5,2320,4524,2,8,2320,0,2004,122015,52.7098,-114.326,2330,429950
3,1,1540,37950,1,7,1090,450,1959,122039,52.5559,-114.479,1820,429000
3,2,1420,12655,1,7,1420,0,1968,122053,52.7609,-114.376,2020,421000
4,1.5,2700,3200,1.5,9,2700,0,1940,122068,52.4296,-114.193,1670,415000
3,1.75,1860,48076,1.5,8,1860,0,1929,122069,52.7351,-114.651,1410,407185
3,2.5,1470,1779,2,8,1160,310,2005,122011,52.7772,-114.188,1470,379770
3,2.5,1980,6922,2,8,1980,0,1991,122067,52.626,-114.374,2090,370000
3,2.5,2210,6280,2,8,2210,0,2003,122024,52.58,-114.233,2250,359950
3,1,1760,3000,1.5,6,1760,0,1900,122028,52.8898,-114.538,1320,352950
4,2.25,2670,9040,1,8,2170,500,1955,122060,52.6966,-114.516,1880,339950
3,1.75,2390,30409,1,7,1560,830,1953,122056,52.7089,-114.486,1750,335000
4,1.5,2500,9448,1,7,1250,1250,1966,122034,52.7512,-114.529,1640,330000
3,2.5,2000,9669,2,8,2000,0,1992,122068,52.4264,-114.199,1930,324360
4,2.5,2190,7125,2,8,2190,0,1978,122066,52.6009,-114.475,2190,320000
3,1,1520,8870,1.5,7,1520,0,1951,122014,52.9938,-114.507,1520,320000
3,1.5,720,7450,1,5,720,0,1924,122064,52.814,-114.565,2600,295000
3,1.75,1390,13200,2,7,1390,0,1979,122025,52.6729,-113.961,1430,290000
3,1.75,1340,63597,1,7,1340,0,1963,122024,52.6679,-114.201,1950,290000
3,2.5,1600,6315,2,8,1600,0,2013,122023,52.4911,-114.388,1608,287000
3,1,1400,10800,1,6,1400,0,1962,122033,52.949,-114.392,1430,279900
4,2.5,1940,6887,2,7,1940,0,1990,122018,52.5211,-114.543,1870,278000
4,1.5,1610,6923,1,6,1010,600,1969,122043,52.6047,-114.496,1320,275000
3,2,1390,6005,2,8,1390,0,2005,122068,52.4417,-114.18,1264,267000
2,2,1140,8400,1,7,1140,0,1954,122060,52.6651,-114.525,1130,255000
3,1.75,1330,9831,1,7,1330,0,1987,122039,52.5604,-114.467,1330,248000
3,1,1010,9678,1,7,1010,0,1955,122070,52.6696,-114.475,1010,245000
2,1,670,2356,1,6,670,0,1960,122054,52.8218,-114.485,1220,245000
3,1.75,1770,8571,1,8,1270,500,1978,122018,52.5409,-114.529,2120,240000
3,1,1360,9310,1,7,1020,340,1980,122053,52.7201,-114.375,1480,230000
3,1,1280,7198,1,6,1280,0,1916,122068,52.4394,-114.186,1260,227000
3,1.75,1300,7735,1,7,1300,0,1980,122068,52.4283,-114.19,1300,224500
2,1,720,4760,1,5,720,0,1942,122053,52.726,-114.376,840,217000
3,1.75,1510,8400,1,7,980,530,1979,122025,52.6776,-113.961,1500,195000
2,1,1280,7861,1,6,1280,0,1913,122072,52.5307,-114.418,1020,195000
3,1.5,1010,5000,1,6,1010,0,1953,122060,52.6538,-114.522,1270,185000
3,1,960,10125,1,7,960,0,1952,122040,52.5635,-114.495,1250,179950
2,1,760,5240,1,6,760,0,1949,122066,52.618,-114.424,980,129000
5,3.75,3530,13260,2,10,3530,0,2013,122057,52.8061,-114.395,3340,1610000
3,1.75,1160,6120,1,7,1040,120,1941,122006,52.9226,-114.477,1530,450000
3,1.5,1310,2998,2,7,1310,0,1998,122054,52.8173,-114.489,1310,325000
4,2.25,1870,4198,2,7,1870,0,2008,122024,52.5957,-114.211,1870,313999
3,2.5,2242,5744,2,8,2242,0,2012,122023,52.4897,-114.389,2009,310000
3,2.5,2470,9226,2,9,2470,0,1991,122021,52.9739,-114.36,2820,607000
3,2.5,2990,6771,1,7,1550,1440,2003,122034,52.7537,-114.543,1800,373000
3,1.75,1590,9636,1.5,6,1590,0,1953,122014,52.984,-114.511,1800,346000
3,3.25,2610,16387,2,9,2610,0,2006,122022,52.9475,-114.468,2590,2000000
5,4.5,6070,5432,2,11,6070,0,2004,122015,52.7606,-114.324,4750,1570000
5,3.75,3290,6480,2,10,2190,1100,1938,122032,52.883,-114.605,2010,1390000
3,3,3230,8625,2,10,2220,1010,1998,122009,52.792,-114.594,2330,1260000
3,2.5,3670,18505,1,10,2530,1140,1983,122050,52.9888,-114.566,2920,1250000
3,2.5,2660,1973,3,9,1870,790,2007,122003,52.8564,-114.554,1640,1240000
4,2.5,3940,4407,2,8,2620,1320,1921,122047,52.8674,-114.489,1790,1200000
4,3.75,3180,9889,2,9,2500,680,2012,122010,52.9153,-114.394,2910,1150000
4,2.75,2580,8100,2,8,1780,800,1964,122057,52.7687,-114.405,2840,1080000
3,2.5,3545,9816,1,10,2610,935,2005,122012,52.7834,-114.268,3630,1030000
4,1,1820,5400,1.5,8,1820,0,1923,122013,52.8776,-114.508,1820,1010000
4,3,3060,50002,1,8,2460,600,1957,122029,52.8505,-114.286,2740,959750
2,1.75,1490,9874,1,7,1490,0,1963,122048,52.8546,-114.389,2280,898000
4,2.25,2180,11056,1,8,1370,810,1963,122048,52.8342,-114.383,2090,830000
2,1,1210,8400,1,8,780,430,2000,122032,52.8803,-114.583,1860,824000
4,2.5,3040,35201,2,10,3040,0,1987,122012,52.7172,-114.256,2990,725000
3,2.75,2440,76531,1,10,1640,800,1980,122021,52.9972,-114.351,1890,720000
3,2,1720,4200,2,8,1720,0,1908,122047,52.8585,-114.491,1720,713500
3,1.75,2100,5000,1.5,8,2100,0,1916,122007,52.9076,-114.55,1830,700000
3,2,1940,4500,1,7,1090,850,1926,122026,52.8959,-114.549,1700,700000
3,1,1210,3720,2,8,1210,0,1930,122047,52.8617,-114.491,1560,640000
2,1,1110,3500,1.5,6,970,140,1912,122013,52.8753,-114.517,1884,600000
4,3.5,4300,70407,2,10,2710,1590,1992,122046,52.6772,-114.282,3520,600000
5,2.5,2640,4400,1.5,7,1840,800,1925,122044,52.835,-114.49,1720,593000
3,2.5,2320,3980,2,8,2320,0,2003,122012,52.7691,-114.26,2580,580500
4,2.5,2040,5508,2,8,2040,0,1996,122011,52.8019,-114.197,2130,575000
4,1.5,1370,3708,1.5,7,1370,0,1926,122007,52.9149,-114.553,2030,545000
3,1,1090,3000,1.5,8,1090,0,1929,122007,52.9189,-114.565,1570,535000
3,1,1440,8681,1.5,7,1440,0,1937,122006,52.9276,-114.473,1700,523000
3,1.75,1730,18250,1,8,1730,0,1988,122017,52.967,-114.391,2180,521000
3,2.5,2280,58712,2.5,9,2280,0,1987,122062,52.5353,-114.19,2240,520000
3,1.75,1430,53628,2,8,1430,0,1985,122036,52.7877,-114.081,2100,520000
5,1.5,1550,9750,1,7,1550,0,1966,122010,52.9111,-114.359,1970,510000
4,2,1360,2746,1.5,7,1360,0,1945,122026,52.9036,-114.58,1960,507000
4,2.5,1950,3000,2,7,1550,400,1998,122051,52.795,-114.471,1540,497950
5,1.5,1420,9900,1,7,1050,370,1964,122029,52.8648,-114.308,1580,485000
4,2,2410,4680,2,9,2410,0,1974,122029,52.8534,-114.303,1910,470000
3,2,1820,1357,3,9,1820,0,2014,122064,52.7732,-114.566,1710,469950
2,1.75,1250,7029,1,7,1250,0,1986,122010,52.9236,-114.376,1680,468000
3,2.5,1690,6642,2,7,1690,0,2004,122045,52.9093,-114.223,2120,467000
3,2.25,1520,14080,2,7,1520,0,1984,122019,52.8573,-114.249,1530,447000
3,2.5,1650,4929,2,7,1520,130,2007,122059,52.7934,-114.488,1520,440000
2,1.75,1620,113862,1.5,7,1620,0,1995,122025,52.7121,-113.909,1560,439000
2,2,1600,5643,1,7,1600,0,1954,122006,52.9268,-114.469,1600,438200
4,2.5,2640,3899,2,7,2640,0,2000,122017,52.984,-114.407,2460,436000
5,2.5,2180,7875,1,7,1200,980,1955,122038,52.9843,-114.531,1840,425000
3,1.75,1610,144619,1,7,1610,0,1977,122036,52.7959,-114.053,2220,425000
2,1,980,4108,1,7,980,0,1947,122007,52.917,-114.571,1500,415000
3,1,1130,4100,1,7,990,140,1941,122007,52.9156,-114.575,1800,400000
3,2.5,2770,8820,1,7,1900,870,1980,122024,52.5985,-114.238,1850,390000
3,3.5,1370,1540,2,8,1100,270,2006,122009,52.7938,-114.578,1370,385000
4,1.75,2120,7680,1,7,1060,1060,1950,122050,52.9472,-114.551,1530,379400
3,1,1290,8974,1,7,1290,0,1976,122021,52.97,-114.363,1540,373000
2,1,780,1133,2,7,780,0,2009,122054,52.8224,-114.485,1130,370000
4,2.75,2760,4050,1,8,1400,1360,1997,122035,52.601,-114.298,2340,369950
3,1.75,1120,9730,1,7,1120,0,1944,122017,52.9672,-114.411,2530,362000
2,1,850,5225,1,7,850,0,1949,122064,52.7611,-114.57,1230,354000
3,1,940,7811,1,6,940,0,1959,122029,52.8495,-114.308,1180,350000
4,2.5,2506,7206,2,8,2506,0,2007,122018,52.5536,-114.527,2441,350000
3,2,970,10000,1,7,970,0,1972,122019,52.8505,-114.253,1230,339300
3,1.75,1610,22496,1,7,1610,0,1974,122035,52.5743,-114.263,2050,338950
3,1.75,1250,7710,1,7,1250,0,1947,122014,52.9923,-114.507,1340,338000
3,1,1070,10563,1,7,1070,0,1969,122021,52.9987,-114.356,1840,330000
4,2.5,1780,6000,2,9,1780,0,2000,122024,52.6074,-114.217,2650,315000
5,1.75,2110,8500,1,7,1100,1010,1962,122038,53.0037,-114.54,2020,300000
3,2.5,1420,3542,2,8,1310,110,2007,122038,53.0031,-114.533,1180,290000
4,2.5,1785,2552,2,8,1785,0,2009,122065,52.5882,-114.39,1691,282000
4,2.25,1990,7350,1,8,1180,810,1978,122040,52.5558,-114.518,2030,280000
3,2.5,2010,11618,2,7,2010,0,1990,122068,52.4256,-114.175,1550,279000
2,1.5,1240,1055,2,8,1200,40,1967,122029,52.8404,-114.302,1410,277700
3,1.5,1580,14040,1,7,1050,530,1980,122039,52.5232,-114.457,2240,264500
2,1.5,1160,5000,2,7,890,270,2006,122014,52.998,-114.505,1160,250000
3,2.5,1620,5250,2,8,1620,0,1987,122040,52.5838,-114.491,1650,240000
3,1,1240,239144,1,6,1240,0,1921,122024,52.6603,-114.236,1990,234000
3,1,980,12812,1,7,980,0,1956,122056,52.7192,-114.496,1430,218000
3,1,1040,8125,1,7,1040,0,1956,122040,52.5471,-114.506,1200,210000
3,1.5,1210,7247,1,7,1210,0,1967,122040,52.558,-114.511,1370,208000
3,2,1230,8235,1.5,6,1230,0,1959,122056,52.7153,-114.494,1080,195000
2,1.75,1020,10346,1,6,1020,0,1983,122068,52.4258,-114.192,1160,187000
2,1,800,8125,1,6,800,0,1964,122010,52.9136,-114.364,2390,145000
2,1,760,3800,1,6,760,0,1950,122063,52.7319,-114.459,1220,135900
4,2.5,3440,23954,1.5,10,2260,1180,1931,122057,52.7936,-114.421,4230,2490000
3,3.25,3440,4080,2,9,2560,880,2005,122004,52.8944,-114.47,3110,1320000
5,1.75,1910,5640,2,9,1910,0,1906,122047,52.8549,-114.501,2050,1130000
5,3.25,4010,12110,2,11,4010,0,2003,122015,52.7528,-114.341,4010,1100000
4,3.5,3500,43560,2,9,2850,650,2014,122027,52.7781,-114.293,3640,998000
4,1.75,4060,4000,2,10,2890,1170,1953,122032,52.8675,-114.579,1860,970000
4,2.5,3510,28052,2,10,3510,0,1988,122045,52.8971,-114.247,2890,915000
5,3.5,3700,5400,2,9,2890,810,2011,122045,52.9385,-114.307,3620,830000
3,2.5,3280,26413,1,11,2670,610,1985,122019,52.8695,-114.24,3280,825000
4,2.25,2510,11585,2,8,2510,0,1969,122057,52.7783,-114.416,2450,799000
4,2.5,3340,123600,2,10,3340,0,2005,122045,52.8401,-114.145,3730,749950
5,3.25,2400,3118,2,7,1780,620,1928,122044,52.8394,-114.481,2100,700000
3,3,2980,3730,2,9,2980,0,2005,122011,52.7833,-114.185,2710,670000
5,2.5,3220,4759,2,8,3220,0,2003,122020,52.8257,-114.222,2550,640000
5,3,3520,36558,2,8,2100,1420,1985,122012,52.6958,-114.197,3000,632000
3,2.25,2490,8800,2,8,2490,0,1975,122027,52.7966,-114.322,2690,590000
3,1.5,1560,20251,1,7,1200,360,1989,122019,52.849,-114.244,1560,577000
4,3.25,3230,4838,2,9,3230,0,2014,122024,52.5859,-114.213,2980,572115
4,2.5,3370,4934,2,9,3370,0,2014,122024,52.5862,-114.212,2980,559630
3,2,1670,11337,1,7,1670,0,1959,122010,52.8902,-114.378,2210,555565
4,1.75,1740,4816,1,7,870,870,1942,122009,52.8058,-114.572,1210,554950
4,2,2100,4500,1,7,1060,1040,1924,122004,52.8999,-114.507,1920,550000
5,3.5,2440,10200,2,7,2440,0,1974,122020,52.8114,-114.193,2000,519950
2,1.5,1400,5000,1,7,1150,250,1904,122026,52.8981,-114.552,1530,515000
4,3.5,2710,14016,2,8,2710,0,1968,122014,52.9901,-114.476,1590,502700
4,2.5,2200,3141,2,7,2060,140,1994,122054,52.8026,-114.495,1660,465000
3,1.75,1430,11761,1,8,1430,0,1964,122005,52.8986,-114.347,2040,462600
3,1.75,1690,6375,1,8,1690,0,1903,122036,52.7547,-114.116,1270,457000
4,2.5,2716,7850,2,9,2716,0,2014,122065,52.582,-114.387,2580,452000
3,1.75,1350,7200,1,7,1350,0,1954,122022,52.943,-114.474,1100,450000
4,2.5,2680,4670,2,8,2680,0,1998,122015,52.7256,-114.351,2640,437500
4,2.75,1820,5400,1,7,1220,600,1988,122053,52.7504,-114.395,1630,430000
4,2,1970,6480,1.5,7,1130,840,1920,122059,52.7811,-114.502,1500,423000
3,2.5,3087,5002,2,8,3087,0,2014,122018,52.5274,-114.539,2927,399950
3,1.75,1170,8148,1,7,1170,0,1952,122014,52.9779,-114.508,1200,399000
2,2,1120,1468,2,8,760,360,2004,122009,52.8088,-114.6,1120,380000
4,3,2580,5511,2,8,2580,0,1999,122046,52.6586,-114.375,2010,370000
3,2.5,2310,7485,2,8,2310,0,1986,122046,52.669,-114.325,2310,362000
3,2.5,1300,812,2,8,880,420,2008,122054,52.8193,-114.507,1300,329950
2,1,840,5087,1,7,840,0,1925,122051,52.7857,-114.468,1590,315000
3,2.25,2130,8800,1,8,1270,860,1978,122065,52.613,-114.358,1960,283000
3,2.5,1480,7200,2,7,1480,0,1995,122062,52.5426,-114.213,1350,256000
3,2.5,1680,8284,2,7,1680,0,1989,122024,52.5909,-114.238,1550,252000
3,2.5,1790,6191,2,8,1790,0,1992,122067,52.6402,-114.385,1790,250000
3,1.75,1380,7500,1,7,1380,0,1988,122024,52.5928,-114.235,1530,240000
4,2.25,1950,7280,2,8,1950,0,1979,122018,52.5257,-114.56,1910,220000
3,1.75,1290,8250,1,7,1290,0,1983,122039,52.5653,-114.46,1410,220000
2,1.75,1320,13052,1.5,7,1320,0,1980,122041,52.942,-113.542,1320,200000
3,1,1100,6000,1.5,6,1100,0,1926,122059,52.7579,-114.508,960,174900
3,1,1010,7690,1,6,1010,0,1958,122046,52.6801,-114.366,1010,165000
4,3.5,3600,5217,2,9,2720,880,1947,122047,52.8489,-114.476,2270,1350000
4,2.5,3480,12164,1.5,11,3480,0,1984,122049,52.8704,-114.361,3960,1190000
5,3.25,4290,7019,2.5,10,3590,700,1927,122047,52.8739,-114.492,1920,1160000
4,3.25,4740,49091,2,11,4740,0,1990,122045,52.8924,-114.261,4800,1150000
4,2.25,3240,12930,2,9,2730,510,1968,122057,52.7673,-114.41,2610,1070000
2,2.5,2350,2390,3,10,2000,350,2007,122054,52.8299,-114.476,1950,1050000
4,3.25,3610,4000,2,9,2640,970,2007,122032,52.888,-114.586,1980,1010000
4,2.25,3010,9800,2,9,3010,0,1973,122057,52.7636,-114.413,2510,980000
4,3.5,4030,4200,3,9,4030,0,1992,122032,52.8716,-114.576,2130,950000
4,1.75,1920,3600,2,8,1920,0,1907,122003,52.8682,-114.558,1920,870000
4,2.5,3960,38615,2,10,3960,0,2000,122037,52.9549,-114.214,3290,805000
4,2.5,2560,12760,1,7,1760,800,1949,122006,52.9247,-114.493,1760,790000
4,2.5,3140,16200,1,9,2570,570,1988,122031,52.6663,-114.532,2530,765000
7,2.75,3410,4056,1.5,8,2130,1280,1906,122013,52.8754,-114.506,2510,750000
4,2.75,2310,10232,1,8,1310,1000,1980,122027,52.7815,-114.343,2820,750000
4,2.5,3130,10860,2,10,3130,0,1990,122020,52.79,-114.23,3130,745000
3,2.5,2470,10321,2,9,2470,0,1988,122005,52.8994,-114.331,2450,732500
4,3,2910,8540,2,9,2910,0,2003,122015,52.7523,-114.346,3040,701000
3,2.5,1910,5125,2,9,1910,0,2006,122011,52.7781,-114.185,1910,663000
3,2.5,3090,384634,2,8,3090,0,2007,122055,52.9372,-114.117,2200,659000
2,2.5,1680,1240,2,8,1120,560,2014,122013,52.8672,-114.514,2060,653500
4,2,2208,5000,3,8,2208,0,1917,122009,52.8011,-114.573,1760,650000
3,2.5,2870,7288,2,9,2870,0,2012,122017,53.0045,-114.415,2870,650000
4,2.5,2990,8622,2,9,2990,0,2000,122008,52.7694,-114.065,2980,645500
